광고주,Longevity밴드,검토상태,게재상태,게재일수,광고ID,광고링크,광고주tier,라이브러리시작일,미디어링크,미디어타입,변형수,운영모드,위너점수,최종관측일,최초관측일,카피발췌,타깃
Cafe24,30–60일,신규,활성,32,2596515850750684,https://www.facebook.com/ads/library/?id=2596515850750684,top,2026-05-17,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/668894122_1277705560413430_2909780753481707788_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=6vfdtQU6cuoQ7kNvwFlRYVn&_nc_oc=AdpFAqHD00x-Ee01qssBS1KVkvFMLFPJ2x7Q36nyhG-fXilYqH-fHQB7Lot2Ux6aaKA&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=-SaXsaoVzB4EhZX1C2HcsQ&_nc_ss=7f180&oh=00_Af-1U2XIgy135u2hrrlV-OBTFa3XiCkz4qQ7ZvWKrlx62A&oe=6A39217B,image,3,DCO,2.9,2026-06-18,2026-06-18,"매출이 전부가 아닙니다! 쌓인 재고는 곧 손실.. 📦
광고만 돌리는 건 이제 반쪽짜리 마케팅이에요

카페24는 실시간 창고 사정까지 고려해 예산을 최적화해요
잘 나가는 건 품절 방지, 안 나가는 건 전략적 세일로!

#카페24마케팅 #재고마케팅 #쇼핑몰광고 #쇼핑몰광고대행 #광고대행사",
Cafe24,30–60일,신규,활성,30,991504776720790,https://www.facebook.com/ads/library/?id=991504776720790,top,2026-05-19,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/674598025_1466700624856200_3014627470644653537_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=OPwycr19WSEQ7kNvwF9Uf1z&_nc_oc=AdqSbLoSlXy1tcuQoJK1mx8Uh99XT0VBgbJNcMmFMU_s0QRqIUqNZx4HxQqOsqdTrEw&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=-SaXsaoVzB4EhZX1C2HcsQ&_nc_ss=7f180&oh=00_Af81gvkIc6KtniXd8-qx7RFlXNZYH89z8uO39oRpryQa1w&oe=6A393E97,image,3,DCO,2.9,2026-06-18,2026-06-18,"내 사업, 지금 건강한지 체크해 보세요 ✅
광고만 잘 돌아간다고 전부는 아니니까요

쌓인 재고가 비워져야 진짜 수익이 남아요.
카페24는 사장님 창고 사정까지 꼼꼼히 챙길게요!

복잡한 숫자는 맡기고 더 큰 성장만 생각하세요
저희가 함께할게요 🎈",
Cafe24,30–60일,신규,활성,30,2022374131725322,https://www.facebook.com/ads/library/?id=2022374131725322,top,2026-05-19,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/657375900_1246449120464887_2380311218529479015_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=fC2HzbpKB9QQ7kNvwH63z2G&_nc_oc=Ado7LKLFh39XG9Jka1Lr4JBGEJ7iFZx474Efd8b_-u5sKjkVQ_EedKnbQBlnqTkg9bU&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=-SaXsaoVzB4EhZX1C2HcsQ&_nc_ss=7f180&oh=00_Af_wfX4XRKndvvtz8JVuc3jiWgHSE70CI72TRXdtLPHBvA&oe=6A393353,image,3,DCO,2.9,2026-06-18,2026-06-18,"광고비로 수백만 원 쓰고 있는데, 정작 손에 쥐어지는 수익은.. 💸 

입점 채널은 늘어나는데 재고만 쌓이고 남는 게 없다면, 마케팅 전략이 근본부터 잘못된 거예요 
이제 단순히 클릭만 부르는 광고는 그만하세요🙅‍♀️ 

사장님의 창고 사정까지 고려해 '진짜 이익'을 남겨주는 카페24 마케팅으로 갈아타야 할 때입니다.

#카페24마케팅 #카페24마케팅센터 ",
Cafe24,30–60일,신규,활성,32,981441827590964,https://www.facebook.com/ads/library/?id=981441827590964,top,2026-05-17,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/651238713_1911425899565704_1160167859105876903_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=9noBSvrm6e0Q7kNvwE5RiiT&_nc_oc=AdoOc5wt7PmYMqp3ZigqkdC-2BmJfwC7cWE84LMpRmHuVCcDeuU9A9URklKs89lUA8k&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=-SaXsaoVzB4EhZX1C2HcsQ&_nc_ss=7f180&oh=00_Af-dKWgeE2sP5QbHNfCMHb7oTJlOI0GmyeT7qFQ1gFIGyw&oe=6A393036,image,3,DCO,2.9,2026-06-18,2026-06-18,"광고는 데이터로 돌리는데, 창고 재고는 아직도 '감'으로 관리하신다면.. 📉
잘 나가는 제품은 제때 발주하고, 쌓여있는 재고는 영리하게 프로모션으로 녹여내야 진짜 이익이 남죠!

마케팅이 물류 지표까지 분석할 때 비즈니스의 체급이 달라집니다. 
카페24 마케팅센터와 함께 '팔리는 구조'를 완성하세요!

#카페24 #마케팅 #광고대행 #카페24마케팅센터",
Cafe24,30–60일,신규,활성,32,4428950517317989,https://www.facebook.com/ads/library/?id=4428950517317989,top,2026-05-17,https://scontent.fesb3-1.fna.fbcdn.net/v/t39.35426-6/611202244_1213464600740205_1262055972164336272_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=zfas-s9upToQ7kNvwE1eEvn&_nc_oc=AdpCw9RXi1MzfuOj1eVybBtp3fxcCpx1OBR6ckrSxJokTp5dG2KYuWsa7vKKI71Fu9o&_nc_zt=14&_nc_ht=scontent.fesb3-1.fna&_nc_gid=jxGNlZRvURy7uIPOhjppiw&_nc_ss=7f289&oh=00_Af8gCYimqmVEp8ETMDjQcwGOmj5L4uFE8LILVbIzvzpHGQ&oe=6A392AD0,video,1,단일,2.8,2026-06-18,2026-06-18,"다들 왜케 부지런해... 요즘 나 빼고 다 부업해...😮‍💨 #광고 
 
요즘 회사만 다녀서는 돈 모으기 쉽지 않자나요ㅜㅜ
그래서 주변 친구들 대부분 퇴근하고 부업하던데
안그래도 힘든데 어떻게 하나.. 진짜 부지런하다
싶었거든요!? 근데 왠걸.. 시간 투자 많이 안해도
가능하더라구요!!
 
그래서 저도 고민하다가 쇼핑몰 만들었습니다!
여러분 저 사장님 됐어",
Cafe24,30–60일,신규,활성,32,931205313209876,https://www.facebook.com/ads/library/?id=931205313209876,top,2026-05-17,https://scontent.fesb9-1.fna.fbcdn.net/v/t39.35426-6/606405546_1415173070250722_2681117861744015649_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=vDIbD3GiAPsQ7kNvwFpHs3a&_nc_oc=AdoAcHTRP-KXHhkWDC3jVOmLBg10EDWX7vjbXyWVKx97k9aEn0JlbsiHH8waVJY-OE0&_nc_zt=14&_nc_ht=scontent.fesb9-1.fna&_nc_gid=jxGNlZRvURy7uIPOhjppiw&_nc_ss=7f289&oh=00_Af_n6kq1DptdozlldAxDHeU6Shblz-EY22_tILeO7NopWw&oe=6A3940EE,video,1,단일,2.8,2026-06-18,2026-06-18,"1년에 27번 해외 여행 가는 직업?!✈️🤍 #광고
콘텐츠를 만들고 여행 크리에이터로 저는 활동하고 있는데요! 현재의 주 수입원은 각종 브랜드 협업, 촬영 등이 있어요! 그러면서 출장이 잦아지면서 요즘 생긴 고민은 한국에 있을 시간이 너무 없어서 나만의 브랜드 운영을 시도 조차 해볼 수 없다는 점인데요🥲
 
그러다 알게 된 게 카페24 pro!
 
복잡한 ",
Cafe24,30–60일,신규,활성,31,1333448822001747,https://www.facebook.com/ads/library/?id=1333448822001747,top,2026-05-18,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/605571391_1637595604276072_2947964344186037330_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=CJeM8r-z-hQQ7kNvwFjejIQ&_nc_oc=AdrEXGOMoQCW42YG-rZ-tQSvsU0NklTklgf28nk5FRm_3hJG17uyETBP4HZAU8Ailyo&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=UcSM9iSJIWwUTF9scdJ0_Q&_nc_ss=7f180&oh=00_Af9sYZcvvgh56KZD_QBoK5mkG8-G35Q5ErwKboay-RzmWw&oe=6A3910BF,video,1,단일,2.8,2026-06-18,2026-06-18,"#광고 여행 다니면서
수백만원 버는 치트키는
카페24 PRO!

카페24 PRO 활용하면
상세페이지부터
마케팅, 운영, 해외배송, 고객관리까지
다 해주니까,
시간이 엄청 많이 남아서
여행 다니면서도
수백만원을 벌 수 있어요!

대박이죠?

내 상품만 있으면
바로 시작가능하니
댓글에 카페24 적고
받아가세요!

#n잡 #부업 #1억모으기",
Cafe24,30–60일,신규,활성,32,1328561335890153,https://www.facebook.com/ads/library/?id=1328561335890153,top,2026-05-17,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/594019436_1213731977289770_1545831456108541774_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=IWakqsNR_RMQ7kNvwGizxnR&_nc_oc=Adoo1flLXaCw1HjnmCeoP5L6COyFd76LX2grQRNAaxcYQ1whKLGHETjbQLl9Md6LN8E&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=UcSM9iSJIWwUTF9scdJ0_Q&_nc_ss=7f180&oh=00_Af9fO7RAKwrvkP9-0lb8-vFjeoGx1KqHn0wA7KKeul8weg&oe=6A393B96,video,2,DCO,2.8,2026-06-18,2026-06-18,"이너마음은 어떻게 4개월 만에 매출 1억을 만들었을까?

답은 명확합니다.
'좋은 제품력' + ‘잘 팔리는 쇼핑몰’

이너마음은 카페24 PRO를 선택했습니다.
PRO가 상세페이지, SEO, CRM, 고객 응대까지 운영 구조를 잡아주고 대표는 본질(제품·콘텐츠·브랜딩)에 집중할 수 있었죠.

300 → 1억, 55배 성장을 만들었습니다..⭐
✅지금 PRO는",
Cafe24,30–60일,신규,활성,30,1505471834573803,https://www.facebook.com/ads/library/?id=1505471834573803,top,2026-05-19,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/611960055_2370834246655307_142774032694156856_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Cnpx3P3T5ZgQ7kNvwH6saas&_nc_oc=AdqCZAMTXgtVhziznEi3EitmX8zn9YnAUdJtJx31imh7_HckTjmr88LTM6jBC0sRnLI&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=UcSM9iSJIWwUTF9scdJ0_Q&_nc_ss=7f180&oh=00_Af-qkDlyVckJUROdJg5DShGYc3RbKbtzn5MQh9BB_OjTgg&oe=6A3928AF,image,1,단일,2.8,2026-06-18,2026-06-18,"매일 선착순 4팀! 쇼핑몰 다 만들어드립니다!

쇼핑몰 창업, 처음이라 뭐부터 해야 할지 모르시겠다면? 직접 알려드리겠습니다.

카페24 동대문창업센터에서
1:1로 쇼핑몰 개설부터 운영방법까지
차근차근 도와드려요.

✅ 카페24 PRO, 저희가 다 만들어드립니다.
월~목 운영, 네이버 예약 후 방문해주세요.

💡 혼자 고민하지 마세요.
창업 과외, 카페24",
Cafe24,30–60일,신규,활성,30,3124953391021060,https://www.facebook.com/ads/library/?id=3124953391021060,top,2026-05-19,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/608565407_1901151873944194_1988673310789152610_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Ub6YoNbaS30Q7kNvwHv5xbh&_nc_oc=Adr44eTkDdIWIHvTBTQg8UyjxXja0wZnJ2kEdhiA4yIedFMjp_x3GPZnPYWmPxI4hlw&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=UcSM9iSJIWwUTF9scdJ0_Q&_nc_ss=7f180&oh=00_Af-W9NZIQMzcFa6Vg5q8nr8W-v_Mlg7B4h09EWbHim8-KQ&oe=6A39246A,image,1,단일,2.8,2026-06-18,2026-06-18,"쇼핑몰 창업, 혼자 하려고 하셨나요?

카페24 동대문창업센터에 오시면
쇼핑몰 개설부터 디자인, 운영까지
카페24가 전부 만들어드립니다.

✅ 카페24 PRO로 시작하세요.
월~목, 매일 하루 4팀 한정!
네이버 예약 후 방문해주세요.

💡 창업의 첫걸음, 저희가 함께하겠습니다.

#카페24 #카페24PRO #동대문창업센터 #쇼핑몰창업 #쇼핑몰만들기",
Cafe24,30–60일,신규,활성,30,1423598459784632,https://www.facebook.com/ads/library/?id=1423598459784632,top,2026-05-19,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/611609177_1512696467364278_832394281181694453_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=9NIKlZXwh4UQ7kNvwGvd2Ld&_nc_oc=AdqFsd2dtZ9JUGMreDMqrRNMVvnYquD6NeNLiQkwZNd19GAfZeieQde-XWJCt4VIesk&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=UcSM9iSJIWwUTF9scdJ0_Q&_nc_ss=7f180&oh=00_Af-_U_rMR9quPRyTIHF2-zOoBsJTCtquwEUD-ZtTaM662w&oe=6A393931,image,1,단일,2.8,2026-06-18,2026-06-18,"매일 선착순 4팀! 쇼핑몰 다 만들어드립니다!
🔑 황금열쇠 쥐어드립니다.

쇼핑몰 운영하고 싶은데, 뭐부터 해야 할지 모르시겠다면?
이제 카페24 전문가가 '직접' 도와드립니다.

카페24 동대문창업센터에서
1:1로 쇼핑몰 개설부터 운영까지 전부 알려드려요.

✅ 카페24 PRO, 저희가 다 만들어드립니다.
월~목 운영, 네이버 예약 후 방문해주세요.

#",
Cafe24,30–60일,신규,활성,30,2795976954078258,https://www.facebook.com/ads/library/?id=2795976954078258,top,2026-05-19,https://scontent.fsgn18-1.fna.fbcdn.net/v/t39.35426-6/606087458_1593927748273750_6067633496750443374_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=JPMDARWWrZ4Q7kNvwEGLZDI&_nc_oc=Ador0JR8befWP9od6MBhvMIm4hLAkcEaW9B-r4cFHXuj5Z4y87rrYaid0HBsToetwBU&_nc_zt=14&_nc_ht=scontent.fsgn18-1.fna&_nc_gid=UcSM9iSJIWwUTF9scdJ0_Q&_nc_ss=7f180&oh=00_Af9l_9AiUSac8ZlX9nC6eDAiMGafDSlKP2HdyvsHF97ePw&oe=6A39178E,image,1,단일,2.8,2026-06-18,2026-06-18,"매일 선착순 4팀! 쇼핑몰 다 만들어드립니다!

쇼핑몰 창업, 처음이라 뭐부터 해야 할지 모르시겠다면? 직접 알려드리겠습니다.

카페24 동대문창업센터에서
1:1로 쇼핑몰 개설부터 운영방법까지
차근차근 도와드려요.

✅ 카페24 PRO, 저희가 다 만들어드립니다.
월~목 운영, 네이버 예약 후 방문해주세요.

💡 혼자 고민하지 마세요.
창업 과외, 카페24",
